Numero;Partie;NbJoueurs;Titre;Gagnant;Premium;Vocale;Mumble;Anonyme;Sans Points;Selective;MDJ;Capitaine;VO;VC;St-Patrick;Halloween;Créateur;dateDebut;dateFin;heureDebut;heureFin;Duree;nbVotes;nbDevotes;NbInterventions;Simple Villageois;Loup-Garou;Voyante;Salvateur;Sorcière;Chasseur;Chasseur Bavard;Cupidon;Ancien;Loup-Garou Blanc;Chaman;Voleur;Petite Fille;Idiot du Village;Bouc émissaire;Joueur de Flûte;Enfant Sauvage;Corbeau;Villageois-Villageois;Ange;Infect Père des Loups;Grand Méchant Loup;Soeurs;Montreur d'Ours;Renard;Chien Loup;Frères;Chevalier à l'Epée rouillée;Marionnettiste;Juge Bègue;Voyante Bavarde;Lapin Blanc;Ankou;Noctambule;Couple
3698570;Fun;10;No dévopouic;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Summer0511;01/12/2015;01/12/2015;18h19;18h35;16;28;2;97;1;2;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;None
3698574;Carnage;6;Miamlesang;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Fantasiah;01/12/2015;01/12/2015;18h18;18h21;4;2;0;8;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Manouiille-Fantasiah
3698575;Carnage;6;On décompresse!;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Michouswag;01/12/2015;01/12/2015;18h18;18h23;5;7;1;11;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;antiea-Michouswag
3698576;Fun;10;Anumx;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Anumx;01/12/2015;01/12/2015;18h20;18h33;13;9;0;66;0;2;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3698578;Normale;10;Partie de yoyo;Loups-Garous;None;False;True;False;None;None;False;False;False;False;None;None;Bchamallow;01/12/2015;01/12/2015;18h27;18h38;11;25;4;1;4;3;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3698581;Carnage;6;Carnage party;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Mamaaaa;01/12/2015;01/12/2015;18h21;18h25;4;8;0;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Moooox-Summer
3698583;Fun;16;Les lames;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Missaddict;01/12/2015;01/12/2015;18h27;18h51;25;28;3;155;0;4;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;klugarou-Supersaito
3698585;Carnage;6;MacAron;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;kikine34;01/12/2015;01/12/2015;18h21;18h26;4;4;0;13;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;doad-Sajorixa
3698593;Fun;12;Hakuna Matata;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Fiofio76;01/12/2015;01/12/2015;18h28;18h50;22;32;5;155;0;3;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Sissle-Preciosa
3698596;Carnage;6;Karnajland;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Fantasiah;01/12/2015;01/12/2015;18h28;18h33;5;3;0;7;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Fantasiah-Manouiille
3698597;Carnage;6;On décompresse!;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Michouswag;01/12/2015;01/12/2015;18h26;18h30;5;5;0;11;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Michouswag-Lyhann
3698598;Fun;18;Bakayaru;Ange;None;False;False;False;None;None;False;False;False;False;None;None;Alialko;01/12/2015;01/12/2015;18h28;18h33;5;17;1;51;0;4;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Alialko-Pandadette
3698602;Fun;7;melmul;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;melmul;01/12/2015;01/12/2015;18h31;18h38;7;4;1;54;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;None
3698603;Carnage;6;Circus35;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Circus35;01/12/2015;01/12/2015;18h33;18h37;4;3;0;13;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Laelana-Yuly35
3698604;Carnage;6;simisi;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;llilou12;01/12/2015;01/12/2015;18h29;18h33;4;4;0;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ophof-Po2nutella
3698609;Fun;6;Tiphou;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Tiphou;01/12/2015;01/12/2015;18h36;18h45;9;12;1;46;0;2;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Tiphou-Atem
3698614;Fun;16;Délire Land;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Ioveloup;01/12/2015;01/12/2015;18h37;19h12;35;59;5;249;0;3;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Mediahb-Psywhore
3698618;Fun;18;Bakayaru;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Alialko;01/12/2015;01/12/2015;18h34;19h03;29;61;3;200;0;4;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;valendil-Keylano
3698619;Carnage;6;Karnajland;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Fantasiah;01/12/2015;01/12/2015;18h33;18h35;2;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Nanadu4711-Nobryn
3698621;Fun;12;COUSCOUS;Joueur de Flûte;None;False;False;False;None;None;False;False;False;False;None;None;wanpulway;01/12/2015;01/12/2015;18h40;18h52;12;21;1;79;0;3;1;1;1;1;0;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wanpulway-Cookiesx
3698623;Carnage;6;Carnage party;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Mamaaaa;01/12/2015;01/12/2015;18h35;18h38;3;3;0;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Ran25-Moooox
3698624;Fun;6;ASHYSAA;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Disayna;01/12/2015;01/12/2015;18h40;18h46;7;9;1;28;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3698629;Fun;10;Shnecktar;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Shnecktar;01/12/2015;01/12/2015;18h52;19h03;11;13;1;64;0;3;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;yoraguats-Aymeric45
3698633;Fun;14;Chik'n Mc Light;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Titoo59;01/12/2015;01/12/2015;18h43;19h00;17;33;2;181;0;2;0;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Exinyc-Psychosium
3698634;Fun;7;KEUR;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Manouiille;01/12/2015;01/12/2015;18h45;18h49;5;4;0;21;0;2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Manouiille-Nobryn
3698637;Carnage;6;Carnage party;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Mamaaaa;01/12/2015;01/12/2015;18h38;18h42;4;6;0;18;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Summer-Struut
3698641;Fun;8;melmul;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;melmul;01/12/2015;01/12/2015;18h44;18h53;9;10;0;41;0;2;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;camp45-cyox
3698645;Fun;14;Donpato76;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Donpato76;01/12/2015;01/12/2015;18h44;19h05;22;23;1;128;0;3;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;zuninaa-Donpato76
3698646;Fun;14;Abaddon7;Loup-Blanc;None;False;False;False;None;None;False;False;False;False;None;None;Abaddon7;01/12/2015;01/12/2015;19h03;19h29;26;19;4;102;0;4;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;emsen-lalitorex
3698648;Fun;6;fun;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;flor93;01/12/2015;01/12/2015;18h46;18h54;8;8;0;23;0;2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Roulietted-Tinasmile
3698651;Fun;16;SnoopyloveXD;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Martin38;01/12/2015;01/12/2015;18h45;19h02;18;33;4;159;0;3;0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;saihost-Rahlito
3698653;Fun;15;Mon Q;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Charlotte4;01/12/2015;01/12/2015;18h55;19h18;23;32;1;133;0;3;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Scarelette-Chlouwe27
3698655;Fun;20;LegendsCraft;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Eknel;01/12/2015;01/12/2015;19h21;19h52;30;58;5;281;0;3;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Charism-Dwiczy
3698656;Fun;10;FRITE!!!;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Stevinch;01/12/2015;01/12/2015;18h45;18h51;6;7;0;18;0;2;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Laboutade-roushie
3698658;Fun;13;Gay pride :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Grumpyycat;01/12/2015;01/12/2015;18h59;19h13;14;22;1;74;0;2;0;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Majorek-devittera
3698661;Fun;14;Cookie vs Pizza;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Almelgar;01/12/2015;01/12/2015;18h51;19h06;15;16;1;86;1;3;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;Chatdefer-Dragon75
3698662;Fun;12;Chaud au fesses;Villageois;None;False;False;True;None;None;True;False;False;False;None;None;Mikuhatsue;01/12/2015;01/12/2015;18h52;19h04;13;6;0;83;0;3;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Prince Charmant-Platon
3698666;Carnage;6;Carnage party;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Mamaaaa;01/12/2015;01/12/2015;18h47;18h50;4;3;0;17;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Mamaaaa-Summer
3698670;Fun;9;batman;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Garancien;01/12/2015;01/12/2015;18h50;19h03;14;14;3;90;0;3;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Sadio-Moonyombr
3698671;Fun;50;Graou (50);Villageois;None;False;False;False;None;None;False;True;False;False;None;None;Naist;01/12/2015;01/12/2015;19h48;21h00;72;312;7;741;27;7;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Darkfree-Clefty
3698673;Fun;6;ASHYSAA;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Disayna;01/12/2015;01/12/2015;18h59;19h06;7;8;1;41;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3698678;Fun;10;Cherche pti ami;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;laclem49;01/12/2015;01/12/2015;19h07;19h18;11;10;1;52;0;3;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;None
3698679;Fun;12;Hakuna Matata;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Fiofio76;01/12/2015;01/12/2015;18h59;19h18;19;21;0;93;0;3;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Ioveloup-Fiofio76
3698682;Carnage;6;Carnage party;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Mamaaaa;01/12/2015;01/12/2015;18h52;18h56;4;3;0;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Summer-Moooox
3698684;Fun;10;FRITE!!!;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Stevinch;01/12/2015;01/12/2015;18h58;19h12;14;25;4;74;0;2;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Althorus-Alia19
3698687;Fun;18;Les lames;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None; Missaddict;01/12/2015;01/12/2015;18h55;19h28;33;37;1;92;0;4;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Pydroo-Lebouffeur
3698688;Fun;10;viendez;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;lolart;01/12/2015;01/12/2015;19h07;19h23;16;21;2;119;0;3;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Psychosium-Exinyc
3698689;Fun;12;COUSCOUS;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;wanpulway;01/12/2015;01/12/2015;18h59;19h16;17;17;0;100;0;3;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;marsukaz-Inow
3698690;Carnage;6;ahouu;Loups-Garous;None;False;False;False;None;None;False;False;False;True;None;None;maisheu;01/12/2015;01/12/2015;19h03;19h07;4;0;0;9;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Garyi-maisheu
3698695;Fun;16;Nahowell;Ange;None;False;False;False;None;None;False;False;False;True;None;None;Nahowell;01/12/2015;01/12/2015;19h54;19h59;5;0;0;35;4;3;1;1;1;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3698701;Fun;15;U Know;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Lager;01/12/2015;01/12/2015;19h21;19h50;29;54;0;230;0;3;0;1;1;1;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Gueric04-darkviader
3698706;Fun;21;Fessées à gogo;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;tchoupi4;01/12/2015;01/12/2015;19h12;19h45;33;66;2;294;0;4;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Sleepydunk-ferguson69
3698712;Carnage;6;Carnaj;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Salroday;01/12/2015;01/12/2015;19h01;19h04;3;3;0;15;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Mhyouirt-Cyntha
3698721;Fun;10;Shnecktar;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Shnecktar;01/12/2015;01/12/2015;19h08;19h17;9;7;1;17;0;3;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Soralinks-Drakath
3698723;Fun;18;Bakayaru;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Redsamoura;01/12/2015;01/12/2015;19h09;19h43;34;50;15;245;0;4;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;valendil-Snifophile
3698736;Fun;14;Cookie vs Pizza;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Almelgar;01/12/2015;01/12/2015;19h12;19h31;19;38;0;145;1;3;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;alevon-Dragon74
3698737;Fun;9;batman;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Garancien;01/12/2015;01/12/2015;19h13;19h25;12;18;1;84;0;3;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Garancien-Bdestroy
3698750;Carnage;6;Carnaj;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Salroday;01/12/2015;01/12/2015;19h16;19h20;4;6;1;21;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cyntha-tchouk28
3698754;Carnage;6;Carnage party;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Summer;01/12/2015;01/12/2015;19h17;19h23;6;8;0;29;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Summer-Struut
3698755;Fun;10;FRITE!!!;Loup-Blanc;None;False;False;False;None;None;False;False;False;False;None;None;Stevinch;01/12/2015;01/12/2015;19h19;19h34;15;14;0;61;0;2;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Laboutade-Sebbowhunt
3698758;Carnage;6;Besta;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Nathael03;01/12/2015;01/12/2015;19h19;19h23;4;3;0;18;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;coxy06-Nathael03
3698759;Fun;13;Gay pride :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Grumpyycat;01/12/2015;01/12/2015;19h16;19h30;14;27;1;106;0;2;0;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Lilycorne-Lynnchan
3698766;Normale;8;Partie de yoyo;Villageois;None;False;True;False;None;None;False;False;False;False;None;None;Bchamallow;01/12/2015;01/12/2015;19h32;19h36;5;5;0;0;3;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3698767;Fun;10;Shnecktar;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Shnecktar;01/12/2015;01/12/2015;19h21;19h38;17;15;1;102;0;3;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Shnecktar-Gigashalow
3698772;Fun;12;Michoue;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Michoue;01/12/2015;01/12/2015;19h24;19h49;25;44;12;136;0;3;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Tyranass-Gravemind
3698775;Fun;12;Hakuna Matata;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Fiofio76;01/12/2015;01/12/2015;19h23;19h41;17;29;4;103;0;3;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;Freyawolf-Esdeliss
3698781;Fun;9;daxter44;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;daxter44;01/12/2015;01/12/2015;19h24;19h37;13;17;3;71;0;2;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3698784;Carnage;6;Besta;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Nathael03;01/12/2015;01/12/2015;19h26;19h31;5;7;1;18;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Maevalabg-Nathael03
3698789;Fun;7;lasagnes;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;camp45;01/12/2015;01/12/2015;19h41;19h49;9;10;1;53;0;2;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Arthurea-Samsoual
3698790;Fun;6;LICORNE !;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Erza67;01/12/2015;01/12/2015;19h26;19h32;6;7;0;25;0;2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Darkotaku-manelnihel
3698791;Fun;12;Kikeuse !;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;smookie;01/12/2015;01/12/2015;19h40;19h56;17;25;2;74;0;2;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Justepanda-Nono1005
3698792;Fun;12;batman;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Garancien;01/12/2015;01/12/2015;19h35;19h50;15;13;3;47;0;3;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Reytsuki-kawaitam
3698794;Fun;7;Go au talent!;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Allya33;01/12/2015;01/12/2015;19h30;19h36;6;3;0;31;0;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Alexdu82-Lylyson17
3698800;Fun;15;Abaddon7;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Abaddon7;01/12/2015;01/12/2015;19h34;19h49;15;14;3;93;0;3;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;Abaddon7-yuzulak
3698801;Fun;13;Gay pride :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Grumpyycat;01/12/2015;01/12/2015;19h33;19h55;22;38;3;156;0;2;0;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Supersaito-Diable8080
3698802;Fun;14;OTAKU;Joueur de Flûte;None;False;False;False;None;None;False;False;False;False;None;None;yamada18;01/12/2015;01/12/2015;19h39;19h55;16;13;2;85;0;3;1;1;1;1;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Raikoo-Lunarah
3698804;Carnage;6;Besta;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Nathael03;01/12/2015;01/12/2015;19h34;19h37;4;2;0;14;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Darkngel-Louriaw
3698808;Fun;11;FRITE!!!;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Stevinch;01/12/2015;01/12/2015;19h43;19h57;14;19;1;57;1;2;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Tomdx6-Auraaa
3698809;Fun;12;Licornew :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Eilathan;01/12/2015;01/12/2015;19h48;20h04;16;24;2;70;0;3;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;bambou74-Firhaytham
3698816;Fun;15;nyan nyan;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;thewizard;01/12/2015;01/12/2015;19h50;20h15;25;33;4;164;0;3;1;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Gamerplay-Grizli
3698817;Carnage;6;Besta;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Nathael03;01/12/2015;01/12/2015;19h40;19h45;5;3;0;15;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cotyn-Nathael03
3698820;Fun;10;Shnecktar;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Shnecktar;01/12/2015;01/12/2015;19h47;20h00;13;22;1;70;0;3;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Pydroo-sundark
3698826;Carnage;6;Winter's coming;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Summer;01/12/2015;01/12/2015;19h44;19h49;5;2;0;15;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Draguazard-Summer
3698827;Fun;6;Winasta;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Winasta;01/12/2015;01/12/2015;20h02;20h03;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
